,Feature,R-squared,Non-Null Values,Unique Ages Amount,Note
1014,Desisopropyl atrazine mercapturate (ug/L),0.00018377282332460165,2480,75,Not enough data
1015,Have you had any of the following in the past 30 minutes?: Food,0.0001748787965935028,52298,78,
1016,Pulse type,0.00017003725071584874,73988,79,
1017,Serum Cytomegalovirus (CMV) IgM,0.00016057294625537732,14779,49,Too few unique ages
1018,gender,0.00015063331233622357,121745,90,
1019,Desisopropyl atrazine (ug/L),0.00014744381277576046,2445,75,Not enough data
1020,Reason for Priority 2 Stop: Other specified reasons,0.00013724885438970436,1299,38,Too few unique ages; Not enough data
1021,Reason for Priority 2 Stop: Heart rate exceeds predetermined limit during stage 1,0.00013360741154178069,1299,38,Too few unique ages; Not enough data
1022,"Reason for Priority 2 Stop: Sudden, noticeable variability in heart rate (sudden change of more than 30 beats/minute during a stage)",0.00011964652265472608,1299,38,Too few unique ages; Not enough data
1023,{Do you/Does SP} now have a painful ear infection?,0.0001189734026961764,5578,11,Too few unique ages; Not enough data
1024,Gamma Glutamyl Transferase (GGT) Comment Code,0.00011730148488986458,5902,69,Not enough data
1025,Have you had any of the following in the past 30 minutes?: Alcohol,0.00010170339573045695,52298,78,
1026,"Blood 1,1,2,2-Tetrachloroethane (ng/mL)",9.875628097855138e-05,13340,74,
1027,Have you had any of the following in the past 30 minutes?: Cigarettes,8.841629857003763e-05,52298,78,
1028,N-acetyl-s-(trichlorovinyl)-L-cysteine (ng/mL),7.663657054401973e-05,11269,83,
1029,Amount of glucose challenge drank,7.0337107856977e-05,12294,69,
1030,Reason for Priority 2 Stop: Participant is unable to stop gripping hand rails,4.4061479267498704e-05,1299,38,Too few unique ages; Not enough data
1031,Amount of time spent in Recovery 3 (minutes),4.266652445861219e-05,6596,38,Too few unique ages; Not enough data
1032,Total Bilirubin Comment Code,1.172282494965593e-05,5903,69,Not enough data
1033,Enhancement used first reading,3.736606274951093e-06,72982,79,
1034,Myelocytes (percent of 100 cells),2.0179082184101915e-06,8524,90,Not enough data
1035,Blood Hexachloroethane (ng/mL),2.987989982106143e-07,12588,74,
1036,Reason for Priority 2 Stop: Significant drop (> 20 mm Hg) in systolic blood pressure during exercise,5.7686083354546724e-08,1299,38,Too few unique ages; Not enough data
